"No.","Time","Source","Destination","Protocol","Length","Info"
"4354","68.757502","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53948  >  80 [ACK] Seq=399 Ack=2721 Win=131840 Len=0"
"4355","68.759089","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53948 [ACK] Seq=2721 Ack=399 Win=28672 Len=1360 [TCP segment of a reassembled PDU]"
"4356","68.760062","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53948 [ACK] Seq=4081 Ack=399 Win=28672 Len=1360 [TCP segment of a reassembled PDU]"
"4357","68.760063","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","HTTP","311","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4358","68.760137","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53948  >  80 [ACK] Seq=399 Ack=5678 Win=131840 Len=0"
"4359","68.768218","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53930 [ACK] Seq=16272 Ack=1591 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4360","68.768218","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53930 [ACK] Seq=17632 Ack=1591 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4361","68.768220","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53930 [ACK] Seq=18992 Ack=1591 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4362","68.768221","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53930 [ACK] Seq=20352 Ack=1591 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4363","68.768221","192.168.42.129","192.168.42.54","DNS","113","Standard query response 0xc85b A cdn.silvercartoon.com A 104.18.52.42 A 104.18.53.42"
"4364","68.768221","192.168.42.129","192.168.42.54","DNS","137","Standard query response 0x86ff AAAA cdn.silvercartoon.com AAAA 2606:4700:30::6812:342a AAAA 2606:4700:30::6812:352a"
"4365","68.768343","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53930  >  80 [ACK] Seq=1591 Ack=21712 Win=131840 Len=0"
"4366","68.769758","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:342a","TCP","86","53964  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"4367","68.770860","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","HTTP","548","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4368","68.770861","2606:4700:30::6812:25d5","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","586","[TCP Retransmission] 443  >  53932 [PSH, ACK] Seq=4420 Ack=582 Win=28672 Len=512"
"4369","68.777095","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53928 [ACK] Seq=24912 Ack=1532 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4370","68.777096","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4371","68.777097","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53928 [ACK] Seq=26303 Ack=1532 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4372","68.777099","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4373","68.777100","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","660","Application Data"
"4374","68.777100","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53949 [ACK] Seq=4809 Ack=793 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4375","68.777101","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53949 [ACK] Seq=6169 Ack=793 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4376","68.777280","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:29a3","TCP","74","53928  >  443 [ACK] Seq=1808 Ack=28280 Win=131840 Len=0"
"4377","68.777338","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53949  >  80 [ACK] Seq=793 Ack=7529 Win=131840 Len=0"
"4378","68.777677","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53949 [ACK] Seq=7529 Ack=793 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4379","68.778647","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","HTTP","1104","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4380","68.778648","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4381","68.778738","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53949  >  80 [ACK] Seq=793 Ack=9919 Win=131840 Len=0"
"4382","68.778821","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:29a3","TCP","74","53928  >  443 [ACK] Seq=1808 Ack=28311 Win=131840 Len=0"
"4383","68.782460","64.111.199.222","192.168.42.54","TCP","66","443  >  53961 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1370 SACK_PERM=1 WS=128"
"4384","68.782570","192.168.42.54","64.111.199.222","TCP","54","53961  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"4385","68.783744","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53947 [ACK] Seq=5444 Ack=794 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4386","68.783747","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53947 [ACK] Seq=6804 Ack=794 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4387","68.783918","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53947  >  80 [ACK] Seq=794 Ack=8164 Win=131840 Len=0"
"4388","68.785685","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53947 [ACK] Seq=8164 Ack=794 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4389","68.785686","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53947 [ACK] Seq=9524 Ack=794 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4390","68.785686","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","HTTP","449","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4391","68.785797","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53947  >  80 [ACK] Seq=794 Ack=11259 Win=131840 Len=0"
"4392","68.788626","192.168.42.54","192.168.42.129","DNS","79","Standard query 0x2762 A clients1.google.com"
"4393","68.792341","2606:4700:30::6812:25d5","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","586","[TCP Retransmission] 443  >  53931 [PSH, ACK] Seq=4420 Ack=582 Win=28672 Len=512"
"4394","68.792399","192.168.42.54","192.168.42.129","DNS","79","Standard query 0x144e AAAA clients1.google.com"
"4395","68.792554","192.168.42.54","64.111.199.222","TLSv1.2","571","Client Hello"
"4396","68.793230","2405:204:4088:c972::e5","2405:204:4088:c972:d175:5de0:a2d0:cc05","DNS","157","Standard query response 0x86ff AAAA cdn.silvercartoon.com AAAA 2606:4700:30::6812:342a AAAA 2606:4700:30::6812:352a"
"4397","68.794270","2405:204:4088:c972::e5","2405:204:4088:c972:d175:5de0:a2d0:cc05","DNS","133","Standard query response 0xc85b A cdn.silvercartoon.com A 104.18.53.42 A 104.18.52.42"
"4398","68.795574","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","157","Application Data"
"4399","68.797318","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","158","Application Data"
"4400","68.799457","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","HTTP","469","GET /galleries/0/9452_70x105.jpg HTTP/1.1 "
"4401","68.803241","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","HTTP","472","GET /galleries/14/141962_70x105.jpg HTTP/1.1 "
"4402","68.803605","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","HTTP","472","GET /galleries/14/142107_70x105.jpg HTTP/1.1 "
"4403","68.804004","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","HTTP","470","GET /galleries/1/11896_70x105.jpg HTTP/1.1 "
"4404","68.804867","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6818:6e3e","TCP","86","53965  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"4405","68.807396","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53938 [ACK] Seq=8144 Ack=1188 Win=30720 Len=1360 [TCP segment of a reassembled PDU]"
"4406","68.807398","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53938 [ACK] Seq=9504 Ack=1188 Win=30720 Len=1360 [TCP segment of a reassembled PDU]"
"4407","68.807403","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53938 [ACK] Seq=10864 Ack=1188 Win=30720 Len=1360 [TCP segment of a reassembled PDU]"
"4408","68.807404","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","HTTP","1161","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4409","68.807681","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53938  >  80 [ACK] Seq=1188 Ack=13311 Win=131840 Len=0"
"4410","68.813052","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=41020 Ack=2178 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4411","68.813053","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=42380 Ack=2178 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4412","68.813054","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","875","Application Data"
"4413","68.813054","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4414","68.813193","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2576 Ack=44572 Win=131840 Len=0"
"4415","68.818520","2405:204:4088:c972:d175:5de0:a2d0:cc05","2405:204:4088:c972::e5","ICMPv6","86","Neighbor Solicitation for 2405:204:4088:c972::e5 from 0a:89:b6:c8:72:78"
"4416","68.819785","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=44572 Ack=2257 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4417","68.819785","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=45932 Ack=2257 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4418","68.819903","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2576 Ack=47292 Win=131840 Len=0"
"4419","68.821749","2405:204:4088:c972::e5","2405:204:4088:c972:d175:5de0:a2d0:cc05","ICMPv6","78","Neighbor Advertisement 2405:204:4088:c972::e5 (rtr, sol)"
"4420","68.821750","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","679","Application Data"
"4421","68.821751","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4422","68.821751","40.81.26.225","192.168.42.54","TCP","54","443  >  53844 [ACK] Seq=17730 Ack=24316 Win=2049 Len=0"
"4423","68.821753","64.111.199.222","192.168.42.54","TCP","54","443  >  53958 [ACK] Seq=1 Ack=518 Win=30336 Len=0"
"4424","68.821873","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2576 Ack=47928 Win=131072 Len=0"
"4425","68.823706","64.111.199.222","192.168.42.54","TLSv1.2","1424","Server Hello"
"4426","68.823708","64.111.199.222","192.168.42.54","TCP","1424","443  >  53958 [ACK] Seq=1371 Ack=518 Win=30336 Len=1370 [TCP segment of a reassembled PDU]"
"4427","68.823830","192.168.42.54","64.111.199.222","TCP","54","53958  >  443 [ACK] Seq=518 Ack=2741 Win=131328 Len=0"
"4428","68.825788","64.111.199.222","192.168.42.54","TCP","1424","443  >  53958 [ACK] Seq=2741 Ack=518 Win=30336 Len=1370 [TCP segment of a reassembled PDU]"
"4429","68.825789","64.111.199.222","192.168.42.54","TLSv1.2","1413","Certificate, Server Key Exchange, Server Hello Done"
"4430","68.825790","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=47928 Ack=2336 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4431","68.825905","192.168.42.54","64.111.199.222","TCP","54","53958  >  443 [ACK] Seq=518 Ack=5470 Win=131328 Len=0"
"4432","68.826017","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2576 Ack=49288 Win=131840 Len=0"
"4433","68.827609","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=49288 Ack=2336 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4434","68.827610","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","614","Application Data"
"4435","68.827611","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4436","68.827716","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2576 Ack=51219 Win=131840 Len=0"
"4437","68.830647","192.168.42.54","64.111.199.222","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4438","68.832766","192.168.42.54","104.28.16.63","TCP","66","53966  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"4439","68.837418","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=213340 Ack=3400 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4440","68.837419","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=214700 Ack=3400 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4441","68.837420","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","410","Application Data, Application Data"
"4442","68.837558","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TCP","74","53910  >  443 [ACK] Seq=3400 Ack=216396 Win=131840 Len=0"
"4443","68.846248","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=51219 Ack=2416 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4444","68.846254","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=52579 Ack=2416 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4445","68.846256","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","715","Application Data"
"4446","68.846257","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4447","68.846257","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","74","443  >  53929 [ACK] Seq=54611 Ack=2576 Win=29696 Len=0"
"4448","68.846462","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2576 Ack=54611 Win=131840 Len=0"
"4449","68.852989","40.81.26.225","192.168.42.54","TCP","54","443  >  53844 [ACK] Seq=17730 Ack=25993 Win=2049 Len=0"
"4450","68.852995","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=54611 Ack=2576 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4451","68.852996","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=55971 Ack=2576 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4452","68.852998","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","1383","Application Data"
"4453","68.852999","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","1434","Application Data"
"4454","68.853002","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=60000 Ack=2576 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4455","68.853205","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2576 Ack=61360 Win=131840 Len=0"
"4456","68.853385","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","1017","Application Data, Application Data"
"4457","68.853433","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2576 Ack=62303 Win=130816 Len=0"
"4458","68.857748","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","86","80  >  53962 [SYN, ACK] Seq=0 Ack=1 Win=27200 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"4459","68.857935","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53962  >  80 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"4460","68.866483","192.168.42.129","192.168.42.54","DNS","119","Standard query response 0x2762 A clients1.google.com CNAME clients.l.google.com A 216.58.200.174"
"4461","68.867484","64.111.199.222","192.168.42.54","TCP","54","443  >  53960 [ACK] Seq=1 Ack=518 Win=30336 Len=0"
"4462","68.883445","64.111.199.222","192.168.42.54","TLSv1.2","1424","Server Hello"
"4463","68.883446","64.111.199.222","192.168.42.54","TCP","1424","443  >  53960 [ACK] Seq=1371 Ack=518 Win=30336 Len=1370 [TCP segment of a reassembled PDU]"
"4464","68.883446","64.111.199.222","192.168.42.54","TCP","1424","443  >  53960 [ACK] Seq=2741 Ack=518 Win=30336 Len=1370 [TCP segment of a reassembled PDU]"
"4465","68.883595","192.168.42.54","64.111.199.222","TCP","54","53960  >  443 [ACK] Seq=518 Ack=4111 Win=131328 Len=0"
"4466","68.885120","64.111.199.222","192.168.42.54","TLSv1.2","1413","Certificate, Server Key Exchange, Server Hello Done"
"4467","68.885205","192.168.42.54","64.111.199.222","TCP","54","53960  >  443 [ACK] Seq=518 Ack=5470 Win=130048 Len=0"
"4468","68.887583","2405:204:4088:c972:d175:5de0:a2d0:cc05","2405:204:4088:c972::e5","DNS","99","Standard query 0x144e AAAA clients1.google.com"
"4469","68.889017","192.168.42.54","64.111.199.222","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4470","68.889914","2405:204:4088:c972::e5","2405:204:4088:c972:d175:5de0:a2d0:cc05","DNS","161","Standard query response 0x144e AAAA clients1.google.com CNAME clients.l.google.com AAAA 2404:6800:4002:811::200e"
"4471","68.896776","2606:4700:30::6818:6e3e","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","86","443  >  53963 [SYN, ACK] Seq=0 Ack=1 Win=27200 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"4472","68.896967","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6818:6e3e","TCP","74","53963  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"4473","68.898480","2405:204:4088:c972:d175:5de0:a2d0:cc05","2404:6800:4002:811::200e","UDP","1392","51929  >  443 Len=1330"
"4474","68.900094","2405:204:4088:c972:d175:5de0:a2d0:cc05","2404:6800:4002:811::200e","UDP","463","51929  >  443 Len=401"
"4475","68.901283","64.111.199.222","192.168.42.54","TCP","54","443  >  53959 [ACK] Seq=1 Ack=518 Win=30336 Len=0"
"4476","68.901284","64.111.199.222","192.168.42.54","TLSv1.2","1424","Server Hello"
"4477","68.901285","64.111.199.222","192.168.42.54","TCP","1424","443  >  53959 [ACK] Seq=1371 Ack=518 Win=30336 Len=1370 [TCP segment of a reassembled PDU]"
"4478","68.901287","64.111.199.222","192.168.42.54","TCP","1424","443  >  53959 [ACK] Seq=2741 Ack=518 Win=30336 Len=1370 [TCP segment of a reassembled PDU]"
"4479","68.901288","64.111.199.222","192.168.42.54","TLSv1.2","1413","Certificate, Server Key Exchange, Server Hello Done"
"4480","68.901485","192.168.42.54","64.111.199.222","TCP","54","53959  >  443 [ACK] Seq=518 Ack=5470 Win=131328 Len=0"
"4481","68.903691","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:342a","TCP","86","53967  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"4482","68.904304","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TLSv1.3","232","Application Data"
"4483","68.904465","192.168.42.54","64.111.199.222","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4484","68.906892","2606:4700:30::6812:25d5","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53933 [ACK] Seq=34748 Ack=1981 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4485","68.906894","2606:4700:30::6812:25d5","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4486","68.906895","2606:4700:30::6812:25d5","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","1317","Application Data"
"4487","68.906895","2606:4700:30::6812:25d5","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4488","68.907080","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TCP","74","53933  >  443 [ACK] Seq=2983 Ack=37413 Win=131840 Len=0"
"4489","68.911150","2606:4700:30::6812:25d5","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","586","[TCP Retransmission] 443  >  53937 [PSH, ACK] Seq=4419 Ack=582 Win=28672 Len=512"
